0.14,120.0,60.0,0.0,120.0,3.0,-96.28
0.32,80.0,120.0,0.0,0.0,3.0,5.18
0.21,80.0,40.0,0.0,135.0,0.0,2.89
0.49,80.0,40.0,0.0,165.0,0.0,2.67
0.22,120.0,60.0,0.0,67.2,2.0,-5.35
0.09,120.0,60.0,0.0,119.0,2.0,-1000.0
0.33,80.0,120.0,0.0,20.0,2.0,3.76
0.11,80.0,40.0,0.0,57.0,3.0,-89.8
0.05,80.0,120.0,0.0,78.6,1.0,-1000.0
0.48,80.0,120.0,0.0,48.0,1.0,41.89
0.0,0.0,0.0,0.0,87.0,1.0,9.17
0.2,120.0,60.0,0.0,138.0,0.0,-68.32
0.4,80.0,40.0,0.0,110.0,1.0,33.24
0.05,80.0,40.0,0.0,72.0,2.0,-1000.0
0.13,120.0,60.0,0.0,33.0,3.0,-104.99
0.49,80.0,120.0,0.0,29.0,3.0,32.67
0.12,120.0,60.0,0.0,49.2,3.0,-101.16
0.16,120.0,60.0,0.0,30.8,1.0,-21.58
0.22,80.0,40.0,0.0,34.0,0.0,69.41
0.18,80.0,40.0,0.0,148.0,0.0,1.79
0.5,80.0,120.0,0.0,60.0,0.0,54.77
0.0,0.0,0.0,0.0,67.2,1.0,17.23
0.42,80.0,120.0,0.0,33.8,0.0,55.39
0.07,80.0,120.0,0.0,85.0,3.0,-112.15
0.35,80.0,120.0,0.0,84.0,3.0,12.78
0.48,80.0,40.0,0.0,88.0,0.0,49.94
0.44,80.0,40.0,0.0,207.0,0.0,2.5
0.42,80.0,40.0,0.0,138.0,3.0,10.38
0.44,80.0,40.0,0.0,86.8,0.0,39.41
0.37,80.0,120.0,0.0,0.0,3.0,4.42
0.32,80.0,40.0,0.0,106.0,0.0,0.9
0.21,120.0,60.0,0.0,68.8,1.0,-7.7
0.4,120.0,60.0,0.0,98.8,0.0,14.42
0.17,120.0,60.0,0.0,90.0,0.0,-76.17
0.28,80.0,120.0,0.0,84.0,0.0,-1.22
0.29,80.0,40.0,0.0,66.0,0.0,15.36
0.47,80.0,120.0,0.0,100.0,0.0,0.9
0.17,120.0,60.0,0.0,96.0,0.0,-82.51
0.44,80.0,120.0,0.0,102.0,0.0,43.1
0.5,80.0,40.0,0.0,154.0,0.0,1.7
0.31,80.0,40.0,0.0,74.8,0.0,2.67
0.11,80.0,40.0,0.0,34.0,3.0,-1000.0
0.04,80.0,40.0,0.0,135.0,0.0,80.74
0.33,80.0,40.0,0.0,30.8,0.0,62.63
0.12,80.0,40.0,0.0,123.0,0.0,1.1
0.13,80.0,40.0,0.0,46.2,0.0,0.9
0.1,80.0,40.0,0.0,76.0,2.0,-1000.0
0.32,80.0,120.0,0.0,99.2,0.0,3.55
0.46,80.0,40.0,0.0,195.0,0.0,1.79
0.46,80.0,120.0,0.0,68.0,2.0,0.9
0.18,80.0,120.0,0.0,105.0,0.0,-70.34
0.5,120.0,60.0,0.0,68.2,0.0,28.02
0.3,80.0,120.0,0.0,57.0,0.0,14.76
0.16,120.0,60.0,0.0,50.0,2.0,-38.53
